Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.010763,-0.19671,0.12575,0,0,0,0.029248,3.8875E-05,-3.066E-09,-5.9801E-08,1.9864E-05,-7.6463E-10,1.9306E-05,0,0,0,0,0,0,package://segf_ver4/meshes/base_link.STL,0.29804,0.29804,0.29804,1,0,0,0,0,0,0,package://segf_ver4/meshes/base_link.STL,,suspension-1/backboard_3d_ver2-1-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
sus1,0.024528,-0.0057974,-0.008,0,0,0,0.0048446,3.4495E-07,5.1061E-08,1.278E-14,2.3123E-06,2.1948E-14,2.0865E-06,0,0,0,0,0,0,package://segf_ver4/meshes/sus1.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://segf_ver4/meshes/sus1.STL,,suspension-1/wheelholder_ver3_Tendon-2,Origin_sus1r,Axis8,sus1r,revolute,0.020949,-0.28148,0.067161,3.1416,-0.5236,1.5708,base_link,0,0,1,0,0,0,0,,,,,,,,
w1,5.2222E-12,0.011,1.8397E-11,0,0,0,0.0080256,2.6304E-06,-7.5528E-16,6.5732E-16,9.6877E-07,-1.4033E-15,2.6304E-06,0,0,0,0,0,0,package://segf_ver4/meshes/w1.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://segf_ver4/meshes/w1.STL,,suspension-1/simplified-gear-2,Origin_w1c,Axis1,w1c,continuous,0,0,-0.019,1.5708,0,-1.0993,sus1,0,1,0,,,,,,,,,,,,
sus2,0.024528,-0.0057974,-0.008,0,0,0,0.0048446,3.4495E-07,5.1061E-08,1.5559E-13,2.3123E-06,4.3038E-14,2.0865E-06,0,0,0,0,0,0,package://segf_ver4/meshes/sus2.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://segf_ver4/meshes/sus2.STL,,suspension-1/wheelholder_ver3_Tendon-3,Origin_sus2r,Axis9,sus2r,revolute,0.020949,-0.10396,0.081018,0,-0.5236,-1.5708,base_link,0,0,1,0,0,0,0,,,,,,,,
w2,5.2131E-12,0.011,1.8437E-11,0,0,0,0.0080256,2.6304E-06,-7.5528E-16,6.5728E-16,9.6877E-07,-1.3997E-15,2.6304E-06,0,0,0,0,0,0,package://segf_ver4/meshes/w2.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://segf_ver4/meshes/w2.STL,,suspension-1/simplified-gear-3,Origin_w2c,Axis2,w2c,continuous,0,0,-0.019,1.5708,0,-1.0993,sus2,0,1,0,,,,,,,,,,,,
sus3,0.024528,-0.0057974,-0.008,0,0,0,0.0048446,3.4495E-07,5.1061E-08,7.8572E-14,2.3122E-06,3.487E-14,2.0865E-06,0,0,0,0,0,0,package://segf_ver4/meshes/sus3.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://segf_ver4/meshes/sus3.STL,,suspension-1/wheelholder_ver3_Tendon-1,Origin_sus3r,Axis10,sus3r,revolute,0.020949,-0.20472,0.22783,1.5708,1.5708,0,base_link,0,0,1,0,0,0,0,,,,,,,,
w3,5.2175E-12,0.011,1.8417E-11,0,0,0,0.0080256,2.6304E-06,-7.5527E-16,6.573E-16,9.6877E-07,-1.4015E-15,2.6304E-06,0,0,0,0,0,0,package://segf_ver4/meshes/w3.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://segf_ver4/meshes/w3.STL,,suspension-1/simplified-gear-1,Origin_w3c,Axis7,w3c,continuous,0,0,-0.019,1.5708,0,-1.0993,sus3,0,1,0,,,,,,,,,,,,
con1,0.015,-8.3267E-17,-1.5266E-16,0,0,0,0.0023562,2.9452E-08,4.8635E-22,1.2191E-21,1.9144E-07,0,1.9144E-07,0,0,0,0,0,0,package://segf_ver4/meshes/con1.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://segf_ver4/meshes/con1.STL,,backboard_3d_connect-1,Origin_con1f,Axis_con1f,con1f,fixed,0.011619,-0.19672,0.12534,3.0572,0,0,base_link,0,0,0,,,,,,,,,,,,
con2,1.1102E-16,0.04813,-1.3878E-16,0,0,0,0.0027934,3.4715E-07,-3.2053E-22,6.2304E-24,3.9932E-08,1.0635E-21,3.4942E-07,0,0,0,0,0,0,package://segf_ver4/meshes/con2.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://segf_ver4/meshes/con2.STL,,backboard_3d_1-1-1,Origin_con2p,Axis3,con2p,prismatic,0,0,0,0,-1.4864,-1.5708,con1,0,-1,0,0,0,0,0,,,,,,,,
uni,-1.3878E-17,1.9284E-09,1.9284E-09,0,0,0,0.00027149,5.9356E-09,4.4722E-15,-4.4722E-15,3.2007E-09,1.0079E-21,3.2007E-09,0,0,0,0,0,0,package://segf_ver4/meshes/uni.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://segf_ver4/meshes/uni.STL,,universal_pin-1,Origin_unir,Axis4,unir,revolute,0,0.065,0,0,0,1.5708,con2,0,-1,0,0,0,0,0,,,,,,,,
con3,0.01687,-7.494E-16,5.5511E-16,0,0,0,0.0027934,3.9932E-08,-2.2144E-21,9.9215E-22,3.4942E-07,2.2122E-23,3.4715E-07,0,0,0,0,0,0,package://segf_ver4/meshes/con3.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://segf_ver4/meshes/con3.STL,,backboard_3d_2-1-1,Origin_unir,Axis5,con3r,revolute,0,0,0,0,0,0,uni,0,0,-1,0,0,0,0,,,,,,,,
con4,-0.018,6.6613E-16,3.8858E-16,0,0,0,0.0023562,2.9452E-08,-1.1574E-21,-6.8231E-22,1.9144E-07,0,1.9144E-07,0,0,0,0,0,0,package://segf_ver4/meshes/con4.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://segf_ver4/meshes/con4.STL,,backboard_3d_connect-2,Origin_con4p,Axis6,con4p,prismatic,0.068,0,0,-0.9827,0,0,con3,-1,0,0,0,0,0,0,,,,,,,,
